Country,ConvertedCompYearly,RemoteWork,YearsCodePro,Employment,LanguageHaveWorkedWith,AISelect,SalaryCategory,ExperienceLevel
Uruguay,65000.0,"Hybrid (some remote, some in-person)",30,"Employed, full-time",Bash/Shell (all shells);C++;HTML/CSS;MATLAB;Python,Yes,High,Senior
Colombia,15140.0,Remote,5,"Employed, full-time",HTML/CSS;JavaScript;PHP;SQL;TypeScript,"No, and I don't plan to",Low,Semi Senior
Colombia,30000.0,Remote,5,"Employed, full-time;Independent contractor, freelancer, or self-employed",C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,Yes,Medium,Semi Senior
Brazil,13054.0,In-person,10,"Employed, full-time",Bash/Shell (all shells);C#;Dart;Delphi;HTML/CSS;JavaScript;PHP;SQL,Yes,Low,Senior
Brazil,130000.0,In-person,4,"Employed, full-time;Independent contractor, freelancer, or self-employed",C;C#;C++;HTML/CSS;Java;JavaScript;Kotlin;Python;R;Ruby;SQL;TypeScript,Yes,High,Semi Senior
Brazil,51284.0,Remote,17,"Employed, full-time",Java;JavaScript;Kotlin;Python;SQL;TypeScript,Yes,Medium,Senior
Brazil,30024.0,Remote,10,"Employed, full-time",JavaScript;TypeScript,Yes,Medium,Senior
Chile,57624.0,"Hybrid (some remote, some in-person)",9,"Employed, full-time;Independent contractor, freelancer, or self-employed",C;C++;Fortran;Java;Python;Visual Basic (.Net),"No, and I don't plan to",Medium,Senior
Brazil,17903.0,"Hybrid (some remote, some in-person)",4,"Employed, full-time",JavaScript,"No, but I plan to soon",Low,Semi Senior
Colombia,12188.0,Remote,7,"Employed, full-time",C;C++;MATLAB;MicroPython;Python;SQL,Yes,Low,Senior
Brazil,32635.0,Remote,12,"Employed, full-time",Go;Python,"No, and I don't plan to",Medium,Senior
Argentina,30000.0,Remote,3,"Employed, full-time;Student, full-time",Bash/Shell (all shells);C#;Go;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript,Yes,Medium,Semi Senior
Brazil,3730.0,Remote,33,"Employed, full-time",C#;HTML/CSS;JavaScript;PHP;Python;SQL,Yes,Low,Senior
Brazil,13054.0,Remote,3,"Employed, full-time",Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,Yes,Low,Semi Senior
Uruguay,78000.0,Remote,9,"Employed, full-time",Python;SQL,Yes,High,Senior
Colombia,14131.0,Remote,6,"Employed, full-time;Independent contractor, freelancer, or self-employed",Python;SQL,Yes,Low,Semi Senior
Brazil,74000.0,Remote,16,"Employed, full-time;Independent contractor, freelancer, or self-employed",HTML/CSS;JavaScript;PowerShell;Python;TypeScript,Yes,High,Senior
Brazil,46622.0,In-person,12,"Independent contractor, freelancer, or self-employed",C#;C++;HTML/CSS;Java;JavaScript;Perl;PHP;PowerShell;Python;SQL;VBA;Visual Basic (.Net),"No, but I plan to soon",Medium,Senior
Argentina,17736.0,Remote,5,"Employed, full-time",Java,"No, and I don't plan to",Low,Semi Senior
Brazil,29838.0,Remote,11,"Employed, full-time",Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL;TypeScript,"No, but I plan to soon",Medium,Senior
Mexico,16173.0,"Hybrid (some remote, some in-person)",5,"Employed, full-time",C#;Dart;Elixir;HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript,Yes,Low,Semi Senior
Brazil,46995.0,Remote,12,"Employed, full-time",HTML/CSS;JavaScript;TypeScript,"No, but I plan to soon",Medium,Senior
Argentina,12000.0,"Hybrid (some remote, some in-person)",28,"Employed, full-time;Student, part-time",HTML/CSS;JavaScript;PHP;SQL;VBA,Yes,Low,Senior
Mexico,86254.0,"Hybrid (some remote, some in-person)",11,"Employed, full-time",C;C++,Yes,High,Senior
Brazil,14919.0,Remote,5,"Employed, full-time",HTML/CSS;Java;JavaScript;PHP;SQL,"No, but I plan to soon",Low,Semi Senior
Brazil,4103.0,"Hybrid (some remote, some in-person)",Less than 1 year,"Student, part-time;Employed, part-time",C#;HTML/CSS;JavaScript;SQL,Yes,Low,Unknown
Brazil,130541.0,"Hybrid (some remote, some in-person)",30,"Employed, full-time;Independent contractor, freelancer, or self-employed",C;C++;HTML/CSS;JavaScript;Python;SQL,Yes,High,Senior
Peru,26406.0,"Hybrid (some remote, some in-person)",14,"Employed, full-time;Independent contractor, freelancer, or self-employed",Assembly;Bash/Shell (all shells);C;C++;Dart;HTML/CSS;Java;JavaScript;MATLAB;MicroPython;Python;SQL;Visual Basic (.Net),Yes,Medium,Senior
Mexico,16712.0,In-person,27,"Employed, full-time;Independent contractor, freelancer, or self-employed",HTML/CSS;JavaScript;PHP;SQL,"No, but I plan to soon",Low,Senior
Mexico,52831.0,Remote,10,"Employed, full-time",C#;JavaScript;SQL;TypeScript,"No, but I plan to soon",Medium,Senior
Colombia,76205.0,Remote,12,"Employed, full-time",Bash/Shell (all shells);Go;Ruby,Yes,High,Senior
Argentina,18000.0,Remote,3,"Employed, full-time",Python;SQL,Yes,Low,Semi Senior
Mexico,2695.0,Remote,7,"Employed, full-time;Independent contractor, freelancer, or self-employed;Employed, part-time",HTML/CSS;JavaScript;Solidity;TypeScript,Yes,Low,Senior
Brazil,13427.0,Remote,5,"Employed, full-time;Independent contractor, freelancer, or self-employed",C#,Yes,Low,Semi Senior
Brazil,19973.0,Remote,7,"Employed, full-time;Student, part-time",C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,Yes,Low,Senior
Brazil,33568.0,Remote,8,"Employed, full-time;Independent contractor, freelancer, or self-employed",Bash/Shell (all shells);Dart;Go;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;Python;SQL;TypeScript,Yes,Medium,Senior
Brazil,24989.0,Remote,7,"Employed, full-time;Independent contractor, freelancer, or self-employed",HTML/CSS;JavaScript;TypeScript,Yes,Medium,Senior
Brazil,74595.0,"Hybrid (some remote, some in-person)",20,"Employed, full-time",Bash/Shell (all shells);Go;Scala,Yes,High,Senior
Brazil,41307.0,Remote,13,"Employed, full-time",HTML/CSS;JavaScript;SQL,Yes,Medium,Senior
Brazil,8951.0,Remote,3,"Employed, full-time;Student, part-time",C#;HTML/CSS;JavaScript;SQL;TypeScript,Yes,Low,Semi Senior
Argentina,79812.0,Remote,29,"Employed, full-time;Independent contractor, freelancer, or self-employed",Apex;SQL,"No, but I plan to soon",High,Senior
Brazil,24616.0,Remote,2,"Student, part-time;Employed, part-time",Python;SQL,Yes,Medium,Junior
Brazil,5128.0,In-person,5,"Employed, full-time",GDScript;HTML/CSS;JavaScript;PHP;SQL,Yes,Low,Semi Senior
Brazil,2797.0,Remote,9,"Employed, full-time",Apex;C;C#;C++;Delphi;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;SQL,"No, but I plan to soon",Low,Senior
Brazil,45115.0,Remote,8,"Employed, full-time",,"No, but I plan to soon",Medium,Senior
Colombia,48000.0,Remote,12,"Independent contractor, freelancer, or self-employed",C#;HTML/CSS;JavaScript;SQL,Yes,Medium,Senior
Brazil,5595.0,Remote,15,"Employed, full-time;Independent contractor, freelancer, or self-employed",Apex;Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;PowerShell;SQL,"No, but I plan to soon",Low,Senior
Brazil,37297.0,Remote,3,"Employed, full-time",Bash/Shell (all shells);Fortran;Python;VBA,"No, and I don't plan to",Medium,Semi Senior
Brazil,18649.0,Remote,10,"Independent contractor, freelancer, or self-employed",Clojure;Python;SQL,"No, and I don't plan to",Low,Senior
Brazil,24243.0,"Hybrid (some remote, some in-person)",25,"Employed, full-time",Apex;JavaScript;SQL,Yes,Medium,Senior
Brazil,10070.0,In-person,3,"Employed, full-time",Apex;HTML/CSS;JavaScript;Python;SQL,"No, but I plan to soon",Low,Semi Senior
Brazil,140000.0,Remote,,"Independent contractor, freelancer, or self-employed",Bash/Shell (all shells);SQL,Yes,High,Senior
Brazil,15851.0,Remote,2,"Employed, full-time",TypeScript,Yes,Low,Junior
Argentina,21616.0,Remote,7,"Employed, full-time",Bash/Shell (all shells);C;C++;Go;HTML/CSS;Java;JavaScript;MATLAB;Python;Ruby;SQL;TypeScript,"No, and I don't plan to",Medium,Senior
Brazil,13987.0,Remote,4,"Employed, full-time",HTML/CSS;Java;JavaScript;TypeScript,Yes,Low,Semi Senior
Uruguay,85000.0,Remote,Less than 1 year,"Employed, full-time",Scala;TypeScript,"No, and I don't plan to",High,Unknown
Brazil,11189.0,In-person,2,"Employed, full-time",MATLAB;Python;SQL,"No, and I don't plan to",Low,Junior
Brazil,8728.0,Remote,3,"Employed, full-time;Student, part-time",HTML/CSS;JavaScript;PHP;SQL;TypeScript,Yes,Low,Semi Senior
Brazil,32449.0,Remote,4,"Employed, full-time;Student, part-time",Bash/Shell (all shells);C;Objective-C;Swift,Yes,Medium,Semi Senior
Uruguay,70000.0,"Hybrid (some remote, some in-person)",4,"Employed, full-time",Haskell;Python;Ruby;SQL,Yes,High,Semi Senior
Brazil,120000.0,Remote,6,"Employed, full-time",Bash/Shell (all shells);HTML/CSS;JavaScript;SQL;TypeScript,Yes,High,Semi Senior
Argentina,2200.0,Remote,11,"Employed, full-time;Independent contractor, freelancer, or self-employed",GDScript;HTML/CSS;Java;JavaScript;Lua;PHP;TypeScript,Yes,Low,Senior
Brazil,11189.0,Remote,10,"Employed, full-time",C#;HTML/CSS;JavaScript;TypeScript,"No, and I don't plan to",Low,Senior
Brazil,22378.0,"Hybrid (some remote, some in-person)",17,"Employed, full-time",C#;HTML/CSS;JavaScript;PHP;SQL,Yes,Medium,Senior
Mexico,26954.0,"Hybrid (some remote, some in-person)",4,"Employed, full-time",JavaScript;Python;SQL,Yes,Medium,Semi Senior
Argentina,13856.0,Remote,3,"Employed, full-time",HTML/CSS;JavaScript;Lua;SQL;TypeScript,Yes,Low,Semi Senior
Brazil,44757.0,In-person,33,"Employed, full-time",Bash/Shell (all shells);Dart;HTML/CSS;JavaScript;MATLAB;MicroPython;PowerShell;Python;SQL,"No, but I plan to soon",Medium,Senior
Argentina,5000.0,In-person,Less than 1 year,"Employed, full-time",HTML/CSS;JavaScript;PHP;SQL,Yes,Low,Unknown
Brazil,22425.0,Remote,20,"Employed, full-time;Independent contractor, freelancer, or self-employed",C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Yes,Medium,Senior
Mexico,64691.0,"Hybrid (some remote, some in-person)",11,"Employed, full-time",Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL;TypeScript,Yes,High,Senior
Brazil,5371.0,In-person,1,"Employed, full-time",HTML/CSS;JavaScript,Yes,Low,Junior
Brazil,21446.0,Remote,5,"Employed, full-time",C++;GDScript;Java;JavaScript;TypeScript,Yes,Medium,Semi Senior
Colombia,70654.0,Remote,13,"Employed, full-time",HTML/CSS;JavaScript;SQL;TypeScript,Yes,High,Senior
Argentina,60000.0,Remote,6,"Independent contractor, freelancer, or self-employed",Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Ruby,Yes,High,Semi Senior
Brazil,35433.0,Remote,8,"Employed, full-time;Independent contractor, freelancer, or self-employed",Apex;Java;JavaScript;SQL;TypeScript,Yes,Medium,Senior
Mexico,19946.0,Remote,8,"Employed, full-time",Elixir;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript,Yes,Low,Senior
Argentina,90000.0,Remote,18,"Employed, full-time;Independent contractor, freelancer, or self-employed",HTML/CSS;Java;JavaScript;PHP;Python;TypeScript,"No, but I plan to soon",High,Senior
Brazil,22378.0,"Hybrid (some remote, some in-person)",14,"Employed, full-time",Java,"No, but I plan to soon",Medium,Senior
Mexico,13520.0,In-person,3,"Student, part-time;Employed, part-time",C#;HTML/CSS;JavaScript;SQL;TypeScript,"No, but I plan to soon",Low,Semi Senior
Brazil,1865.0,Remote,1,"Student, full-time;Not employed, but looking for work;Independent contractor, freelancer, or self-employed",HTML/CSS;JavaScript;Python;TypeScript,"No, and I don't plan to",Low,Junior
Brazil,12122.0,Remote,3,"Employed, full-time",C;C#;HTML/CSS;Java;JavaScript;Kotlin;MATLAB;Python;SQL;TypeScript,Yes,Low,Semi Senior
Uruguay,46926.0,"Hybrid (some remote, some in-person)",2,"Employed, part-time",Groovy;HTML/CSS;Java;JavaScript;SQL;TypeScript,Yes,Medium,Junior
Mexico,37736.0,Remote,4,"Employed, full-time",Go;HTML/CSS;JavaScript;Kotlin;Objective-C;Python;SQL;Swift;TypeScript,"No, and I don't plan to",Medium,Semi Senior
Colombia,8327.0,"Hybrid (some remote, some in-person)",Less than 1 year,"Employed, full-time;Student, full-time",Bash/Shell (all shells);Python;SQL;VBA,Yes,Low,Unknown
Brazil,35433.0,Remote,20,"Employed, full-time;Independent contractor, freelancer, or self-employed",Bash/Shell (all shells);HTML/CSS;JavaScript;SQL,"No, but I plan to soon",Medium,Senior
Brazil,23553.0,Remote,4,"Employed, full-time",Clojure;Lisp;Python;SQL,Yes,Medium,Semi Senior
Brazil,19022.0,Remote,3,"Employed, full-time;Independent contractor, freelancer, or self-employed",JavaScript;Ruby,Yes,Low,Semi Senior
Brazil,31330.0,Remote,4,"Employed, full-time",Bash/Shell (all shells);JavaScript;PHP;Python;SQL,Yes,Medium,Semi Senior
Mexico,38814.0,In-person,12,"Employed, full-time",HTML/CSS;JavaScript;PHP;SQL,"No, but I plan to soon",Medium,Senior
Brazil,40095.0,Remote,6,"Employed, full-time;Independent contractor, freelancer, or self-employed",Go;HTML/CSS;Java;JavaScript;Python;Scala;SQL;TypeScript,Yes,Medium,Semi Senior
Mexico,48000.0,Remote,10,"Independent contractor, freelancer, or self-employed",JavaScript;Python;Ruby;SQL,"No, but I plan to soon",Medium,Senior
Mexico,27817.0,In-person,6,"Employed, full-time",Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;SQL,Yes,Medium,Semi Senior
Brazil,8541.0,In-person,1,"Employed, full-time;Student, part-time",Dart;HTML/CSS;Java;JavaScript;Kotlin;PHP;SQL;TypeScript,Yes,Low,Junior
Brazil,13987.0,"Hybrid (some remote, some in-person)",4,"Employed, full-time",Bash/Shell (all shells);HTML/CSS;JavaScript;Lua;MATLAB;Python;R;TypeScript,Yes,Low,Semi Senior
Brazil,11394.0,In-person,12,"Employed, full-time",Bash/Shell (all shells);Go;HTML/CSS;JavaScript;PHP;Python;TypeScript,"No, and I don't plan to",Low,Senior
Mexico,107818.0,Remote,8,"Employed, full-time;Independent contractor, freelancer, or self-employed",HTML/CSS;JavaScript;TypeScript,Yes,High,Senior
Brazil,22378.0,Remote,12,"Employed, full-time",C#;C++;HTML/CSS;Java;JavaScript;MATLAB;PHP;PowerShell;Python;R;Ruby;SQL;VBA;Visual Basic (.Net),"No, but I plan to soon",Medium,Senior
Mexico,21564.0,In-person,5,"Employed, full-time",Bash/Shell (all shells);Dart;Go;JavaScript;Kotlin;SQL;Swift;TypeScript,"No, and I don't plan to",Medium,Semi Senior
Brazil,6620.0,Remote,Less than 1 year,"Employed, full-time",Go;HTML/CSS;Java;JavaScript;SQL;TypeScript,Yes,Low,Unknown
Colombia,62327.0,Remote,14,"Employed, full-time",Bash/Shell (all shells);HTML/CSS;Java;JavaScript,Yes,High,Senior
Mexico,32345.0,In-person,9,"Employed, full-time",Haskell;Julia;MATLAB;Python;Rust,"No, and I don't plan to",Medium,Senior
Brazil,16784.0,In-person,6,"Employed, full-time",Bash/Shell (all shells);JavaScript;Lua;PHP;PowerShell;SQL;TypeScript,Yes,Low,Semi Senior
Argentina,4390.0,"Hybrid (some remote, some in-person)",Less than 1 year,"Student, part-time;Employed, part-time",HTML/CSS;JavaScript;MATLAB;Python;SQL,Yes,Low,Unknown
Brazil,24243.0,Remote,4,"Employed, full-time;Student, part-time",C#;Python;SQL,Yes,Medium,Semi Senior
Mexico,21564.0,Remote,7,"Employed, part-time",Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;Ruby;SQL;TypeScript,"No, but I plan to soon",Medium,Senior
Brazil,14919.0,Remote,7,"Employed, full-time",Dart;Java;Kotlin;Swift,"No, and I don't plan to",Low,Senior
Brazil,24243.0,Remote,6,"Employed, full-time;Independent contractor, freelancer, or self-employed",Go;Java;JavaScript,Yes,Medium,Semi Senior
Brazil,13987.0,Remote,2,"Employed, full-time;Independent contractor, freelancer, or self-employed",HTML/CSS;JavaScript;TypeScript;VBA,Yes,Low,Junior
Mexico,13477.0,"Hybrid (some remote, some in-person)",16,"Independent contractor, freelancer, or self-employed",Dart;Java;Kotlin;MATLAB,Yes,Low,Senior
Mexico,15202.0,Remote,3,"Employed, full-time",C;C++;HTML/CSS;JavaScript;PHP;PowerShell;SQL;Visual Basic (.Net),Yes,Low,Semi Senior
Brazil,18649.0,Remote,12,"Employed, full-time",Python;SQL,Yes,Low,Senior
Mexico,48518.0,"Hybrid (some remote, some in-person)",15,"Independent contractor, freelancer, or self-employed",HTML/CSS;Java;JavaScript;PHP;Python;SQL,"No, but I plan to soon",Medium,Senior
Colombia,172597.0,Remote,11,"Independent contractor, freelancer, or self-employed",Go;SQL,"No, but I plan to soon",High,Senior
Colombia,62392.0,Remote,7,"Employed, full-time",HTML/CSS;JavaScript;TypeScript,"No, and I don't plan to",High,Senior
Colombia,11355.0,Remote,3,"Employed, full-time;Student, full-time",HTML/CSS;Java;JavaScript;Kotlin;Python;Rust;SQL;TypeScript,Yes,Low,Semi Senior
Argentina,6000.0,Remote,15,"Employed, full-time",Bash/Shell (all shells);HTML/CSS;JavaScript;Ruby;SQL;TypeScript,Yes,Low,Senior
Brazil,29092.0,Remote,9,"Employed, full-time",C#;JavaScript;SQL;TypeScript,"No, and I don't plan to",Medium,Senior
Brazil,11189.0,Remote,9,"Employed, full-time",HTML/CSS;Ruby;SQL,Yes,Low,Senior
Brazil,1865.0,In-person,25,"Employed, full-time",Bash/Shell (all shells);Python;SQL,Yes,Low,Senior
Mexico,150000.0,Remote,9,"Employed, full-time",Go;JavaScript;TypeScript,Yes,High,Senior
Brazil,8205.0,In-person,2,"Employed, full-time",HTML/CSS;JavaScript;PHP;Python;SQL,"No, and I don't plan to",Low,Junior
Peru,19963.0,Remote,7,"Employed, full-time",HTML/CSS;JavaScript;Python;SQL,Yes,Low,Senior
Mexico,45284.0,Remote,14,"Employed, full-time",JavaScript;Ruby;SQL,Yes,Medium,Senior
Colombia,20124.0,Remote,7,"Employed, full-time;Student, part-time",Bash/Shell (all shells);Dart;Go;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,"No, and I don't plan to",Medium,Senior
Brazil,2685.0,"Hybrid (some remote, some in-person)",3,"Independent contractor, freelancer, or self-employed;Employed, part-time",Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Lua;Python;TypeScript,Yes,Low,Semi Senior
Brazil,9697.0,In-person,2,"Employed, full-time",HTML/CSS;Python,Yes,Low,Junior
Chile,70738.0,Remote,9,"Employed, full-time",Elixir;Python;SQL,Yes,High,Senior
Brazil,9697.0,In-person,1,"Employed, full-time",,"No, and I don't plan to",Low,Junior
Brazil,16040.0,Remote,9,"Employed, full-time",Bash/Shell (all shells);C#;PowerShell;Python;SQL,"No, and I don't plan to",Low,Senior
Brazil,11842.0,"Hybrid (some remote, some in-person)",3,"Employed, full-time",Java;JavaScript;Python;SQL;TypeScript,Yes,Low,Semi Senior
Brazil,20087.0,In-person,2,"Employed, full-time",C++,Yes,Medium,Junior
Brazil,111892.0,Remote,14,"Employed, full-time",Ruby,Yes,High,Senior
Brazil,17903.0,Remote,4,"Employed, full-time",JavaScript,"No, and I don't plan to",Low,Semi Senior
Brazil,4662.0,Remote,2,"Employed, full-time",C#;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,Yes,Low,Junior
Brazil,15665.0,Remote,23,"Employed, full-time;Independent contractor, freelancer, or self-employed",HTML/CSS;JavaScript;PHP;Python;SQL,Yes,Low,Senior
Brazil,5595.0,Remote,Less than 1 year,"Employed, full-time;Independent contractor, freelancer, or self-employed",C;C#;C++;Cobol;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript;Visual Basic (.Net),Yes,Low,Unknown
Brazil,83919.0,Remote,14,"Employed, full-time",Bash/Shell (all shells);JavaScript;Ruby;SQL,"No, and I don't plan to",High,Senior
Colombia,9084.0,Remote,11,"Employed, full-time",Dart;JavaScript;PHP,Yes,Low,Senior
Brazil,186487.0,"Hybrid (some remote, some in-person)",22,"Employed, full-time",C#;Python;VBA,Yes,High,Senior
Brazil,18649.0,"Hybrid (some remote, some in-person)",13,"Employed, full-time",Bash/Shell (all shells);C;C++;Dart;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;SQL,Yes,Low,Senior
Mexico,26415.0,"Hybrid (some remote, some in-person)",1,"Employed, full-time",Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Perl;Python;TypeScript,Yes,Medium,Junior
Chile,38864.0,Remote,5,"Not employed, but looking for work;Independent contractor, freelancer, or self-employed",Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;Python;Ruby;SQL;TypeScript,Yes,Medium,Semi Senior
Argentina,40000.0,Remote,20,"Employed, full-time",Assembly;C;C++;F#;Go;Haskell;Java;JavaScript;Lisp;PHP;SQL;TypeScript;Visual Basic (.Net),Yes,Medium,Senior
Brazil,41027.0,Remote,23,"Employed, full-time",HTML/CSS;JavaScript;Ruby;SQL,"No, but I plan to soon",Medium,Senior
Brazil,84000.0,Remote,7,"Employed, full-time;Independent contractor, freelancer, or self-employed",Bash/Shell (all shells);Elixir;JavaScript;Ruby;SQL,Yes,High,Senior
Argentina,75000.0,Remote,5,"Employed, full-time",JavaScript;SQL;TypeScript,Yes,High,Semi Senior
Chile,25996.0,Remote,7,"Employed, full-time",Ruby;SQL,Yes,Medium,Senior
Brazil,2238.0,Remote,26,"Employed, full-time",Bash/Shell (all shells);Groovy;Java;PowerShell;Python;Ruby,"No, but I plan to soon",Low,Senior
Brazil,2126.0,Remote,Less than 1 year,"Employed, part-time",HTML/CSS;Java;JavaScript;TypeScript,Yes,Low,Unknown
Brazil,6154.0,Remote,4,"Employed, full-time",Bash/Shell (all shells);C++;HTML/CSS;JavaScript;PHP,Yes,Low,Semi Senior
Argentina,43500.0,Remote,4,"Employed, full-time",C++;JavaScript;Python,Yes,Medium,Semi Senior
Mexico,43127.0,"Hybrid (some remote, some in-person)",10,"Employed, full-time",C#;Java;SQL,Yes,Medium,Senior
Brazil,26071.0,"Hybrid (some remote, some in-person)",3,"Employed, full-time",Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript,Yes,Medium,Semi Senior
Colombia,60000.0,Remote,4,"Employed, full-time",Bash/Shell (all shells);Java;Python;SQL,Yes,High,Semi Senior
Brazil,20887.0,"Hybrid (some remote, some in-person)",12,"Employed, full-time",Dart;HTML/CSS;Java;JavaScript;Python;SQL,Yes,Medium,Senior
Mexico,32345.0,In-person,16,"Employed, full-time",HTML/CSS;PHP;Python;SQL,Yes,Medium,Senior
Brazil,8951.0,In-person,8,"Employed, full-time",Bash/Shell (all shells);Dart;HTML/CSS;JavaScript;PHP;PowerShell;SQL,"No, but I plan to soon",Low,Senior
Brazil,4476.0,Remote,2,"Student, part-time;Employed, part-time",Dart,Yes,Low,Junior
Argentina,55200.0,Remote,9,"Employed, full-time",Bash/Shell (all shells);HTML/CSS;Java;JavaScript;SQL,Yes,Medium,Senior
Brazil,13576.0,"Hybrid (some remote, some in-person)",10,"Employed, full-time",C#;C++;HTML/CSS;JavaScript;SQL;TypeScript,Yes,Low,Senior
Brazil,1212.0,Remote,2,"Employed, full-time",HTML/CSS;Java;JavaScript;TypeScript,Yes,Low,Junior
Brazil,15851.0,Remote,11,"Independent contractor, freelancer, or self-employed",HTML/CSS;JavaScript;Python;SQL,Yes,Low,Senior
Brazil,60422.0,Remote,4,"Employed, full-time",Elixir;JavaScript;Python;Ruby;SQL,Yes,High,Semi Senior
Brazil,10070.0,"Hybrid (some remote, some in-person)",3,"Employed, full-time",HTML/CSS;JavaScript;Python;SQL;TypeScript,Yes,Low,Semi Senior
Mexico,1617.0,Remote,10,"Employed, full-time;Independent contractor, freelancer, or self-employed",C#;HTML/CSS;JavaScript;SQL;Visual Basic (.Net),Yes,Low,Senior
Argentina,62400.0,Remote,7,"Employed, full-time",Go;HTML/CSS;JavaScript;Rust;SQL;TypeScript,Yes,High,Senior
Uruguay,120000.0,Remote,16,"Independent contractor, freelancer, or self-employed",Bash/Shell (all shells);JavaScript;Python;Rust;TypeScript,Yes,High,Senior
Brazil,33568.0,Remote,8,"Employed, full-time",C#;F#;HTML/CSS;JavaScript;Lua;PowerShell;Rust,"No, and I don't plan to",Medium,Senior
Brazil,58184.0,Remote,30,"Employed, full-time",Bash/Shell (all shells);Java;Kotlin,Yes,Medium,Senior
Mexico,38814.0,Remote,9,"Employed, full-time;Independent contractor, freelancer, or self-employed",HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,Yes,Medium,Senior
Brazil,5956.0,"Hybrid (some remote, some in-person)",6,"Employed, full-time",JavaScript;R,Yes,Low,Semi Senior
Mexico,48518.0,"Hybrid (some remote, some in-person)",17,"Employed, full-time",Bash/Shell (all shells);Java;JavaScript;Python;SQL,"No, and I don't plan to",Medium,Senior
Chile,54158.0,Remote,15,"Independent contractor, freelancer, or self-employed",C;C#;JavaScript;Objective-C;SQL,Yes,Medium,Senior
Mexico,31267.0,Remote,3,"Employed, full-time;Student, part-time",HTML/CSS;JavaScript;Python;SQL,"No, but I plan to soon",Medium,Semi Senior
Brazil,22378.0,"Hybrid (some remote, some in-person)",6,"Employed, full-time",JavaScript;TypeScript,Yes,Medium,Semi Senior
Argentina,6651.0,Remote,10,"Independent contractor, freelancer, or self-employed",Visual Basic (.Net),"No, and I don't plan to",Low,Senior
Uruguay,75994.0,Remote,9,"Employed, full-time",C#;HTML/CSS;JavaScript;SQL;TypeScript,Yes,High,Senior
Brazil,16597.0,"Hybrid (some remote, some in-person)",4,"Employed, full-time;Independent contractor, freelancer, or self-employed",C#;GDScript;HTML/CSS;JavaScript;TypeScript,Yes,Low,Semi Senior
Uruguay,90000.0,"Hybrid (some remote, some in-person)",19,"Employed, full-time",Bash/Shell (all shells);HTML/CSS;JavaScript;Python;R;Ruby;Rust;SQL;TypeScript,Yes,High,Senior
Brazil,12122.0,"Hybrid (some remote, some in-person)",3,"Employed, full-time;Student, part-time",C;C#;C++;Dart;Go;JavaScript;PHP;TypeScript,Yes,Low,Semi Senior
Argentina,56201.0,Remote,10,"Employed, full-time;Independent contractor, freelancer, or self-employed",Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;SQL;TypeScript,Yes,Medium,Senior
Brazil,27041.0,"Hybrid (some remote, some in-person)",3,"Employed, full-time",Bash/Shell (all shells);C;C++;Java;Kotlin;Lua;MATLAB,Yes,Medium,Semi Senior
Colombia,73177.0,Remote,8,"Employed, full-time",Elixir;Python;SQL,"No, and I don't plan to",High,Senior
Brazil,2238.0,Remote,Less than 1 year,"Employed, part-time",JavaScript;Ruby,Yes,Low,Unknown
Mexico,3019.0,Remote,15,"Employed, full-time;Independent contractor, freelancer, or self-employed",C#;HTML/CSS;JavaScript;Perl;SQL;VBA;Visual Basic (.Net),Yes,Low,Senior
Colombia,48070.0,Remote,10,"Independent contractor, freelancer, or self-employed",Dart;HTML/CSS;JavaScript;TypeScript,Yes,Medium,Senior
Mexico,31698.0,"Hybrid (some remote, some in-person)",5,"Employed, full-time",Python;SQL;Visual Basic (.Net),"No, but I plan to soon",Medium,Semi Senior
Brazil,12122.0,Remote,9,"Employed, full-time",MATLAB;Python;R;SQL,Yes,Low,Senior
Argentina,7981.0,Remote,2,"Employed, full-time",Bash/Shell (all shells);HTML/CSS;JavaScript;Lua;PowerShell;Python;SQL;TypeScript,"No, and I don't plan to",Low,Junior
